pitch_id,game_id,inning,inning_half,outs,balls,strikes,batting_team_name,fielding_team_name,batter_id,pitcher_id,catcher_id,called_strike_or_ball,abs_zone_call,was_challenged,challenge_id,pitch_x,pitch_z,sz_top,sz_bot
P0000660,2025-05-18,9,top,0,3,0,El Paso Explorers,Des Moines Dragons,1046,1042,1029,ball,ball,True,CH00660,-0.74,3.249,3.21,1.62
P0000664,2025-05-18,6,top,0,0,0,El Paso Explorers,Des Moines Dragons,1050,1039,1029,ball,ball,True,CH00664,1.028,2.897,3.21,1.62
P0000665,2025-05-18,9,top,1,1,1,El Paso Explorers,Des Moines Dragons,1044,1039,1029,ball,ball,True,CH00665,-0.373,1.32,3.21,1.62
P0000698,2025-05-18,6,bottom,0,3,2,El Paso Explorers,Des Moines Dragons,1044,1038,1029,ball,strike,True,CH00698,0.573,2.218,3.21,1.62
P0008615,2025-05-18,7,top,1,0,2,Des Moines Dragons,El Paso Explorers,1035,1054,1043,strike,ball,False,,0.731,2.094,3.21,1.62
P0008616,2025-05-18,4,bottom,1,3,1,El Paso Explorers,Des Moines Dragons,1048,1040,1029,strike,strike,False,,-0.27,2.355,3.21,1.62
P0008617,2025-05-18,5,bottom,0,0,0,El Paso Explorers,Des Moines Dragons,1047,1038,1029,strike,strike,False,,-0.144,2.646,3.21,1.62
P0008618,2025-05-18,6,top,0,0,1,Des Moines Dragons,El Paso Explorers,1034,1056,1043,strike,strike,False,,0.227,1.715,3.21,1.62
P0008619,2025-05-18,5,bottom,0,2,1,El Paso Explorers,Des Moines Dragons,1050,1038,1029,ball,ball,False,,1.029,2.923,3.21,1.62
P0008620,2025-05-18,8,top,2,2,2,Des Moines Dragons,El Paso Explorers,1030,1056,1043,ball,ball,False,,0.932,1.574,3.21,1.62
P0008621,2025-05-18,4,top,1,0,1,Des Moines Dragons,El Paso Explorers,1037,1055,1043,strike,strike,False,,-0.389,2.537,3.21,1.62
P0008622,2025-05-18,6,bottom,0,1,2,El Paso Explorers,Des Moines Dragons,1051,1042,1029,ball,strike,False,,-0.44,2.299,3.21,1.62
P0008623,2025-05-18,9,bottom,1,2,2,El Paso Explorers,Des Moines Dragons,1043,1041,1029,strike,strike,False,,0.402,2.624,3.21,1.62
P0008624,2025-05-18,2,bottom,1,2,0,El Paso Explorers,Des Moines Dragons,1049,1042,1029,ball,ball,False,,-0.312,1.358,3.21,1.62
P0008625,2025-05-18,5,top,0,1,1,Des Moines Dragons,El Paso Explorers,1033,1053,1043,strike,strike,False,,-0.646,2.139,3.21,1.62
P0008626,2025-05-18,6,top,1,0,2,Des Moines Dragons,El Paso Explorers,1029,1054,1043,strike,strike,False,,-0.01,1.693,3.21,1.62
P0008627,2025-05-18,6,bottom,2,2,2,El Paso Explorers,Des Moines Dragons,1044,1039,1029,ball,ball,False,,-0.784,2.155,3.21,1.62
P0008628,2025-05-18,1,top,1,1,0,Des Moines Dragons,El Paso Explorers,1032,1054,1043,ball,ball,False,,0.076,1.416,3.21,1.62
P0008629,2025-05-18,4,top,1,0,0,Des Moines Dragons,El Paso Explorers,1031,1056,1043,strike,strike,False,,-0.582,1.932,3.21,1.62
P0008630,2025-05-18,6,top,0,3,1,Des Moines Dragons,El Paso Explorers,1036,1053,1043,strike,strike,False,,0.491,2.582,3.21,1.62
P0008631,2025-05-18,2,top,0,2,0,Des Moines Dragons,El Paso Explorers,1035,1055,1043,strike,ball,False,,-0.709,1.73,3.21,1.62
P0008632,2025-05-18,9,top,2,1,2,Des Moines Dragons,El Paso Explorers,1034,1055,1043,ball,strike,False,,-0.514,2.0,3.21,1.62
P0008633,2025-05-18,2,top,2,0,1,Des Moines Dragons,El Paso Explorers,1030,1055,1043,ball,ball,False,,1.396,1.522,3.21,1.62
P0008634,2025-05-18,7,bottom,0,3,2,El Paso Explorers,Des Moines Dragons,1046,1040,1029,strike,ball,False,,-0.713,3.053,3.21,1.62
P0008635,2025-05-18,1,top,0,1,2,Des Moines Dragons,El Paso Explorers,1037,1056,1043,strike,strike,False,,0.243,1.795,3.21,1.62
P0008636,2025-05-18,6,bottom,2,3,0,El Paso Explorers,Des Moines Dragons,1045,1039,1029,ball,ball,False,,0.389,1.459,3.21,1.62
P0008637,2025-05-18,7,bottom,0,0,0,El Paso Explorers,Des Moines Dragons,1048,1040,1029,ball,ball,False,,0.182,3.454,3.21,1.62
P0008638,2025-05-18,5,bottom,1,2,2,El Paso Explorers,Des Moines Dragons,1047,1038,1029,ball,ball,False,,-0.217,3.449,3.21,1.62
P0008639,2025-05-18,4,top,2,0,1,Des Moines Dragons,El Paso Explorers,1033,1052,1043,strike,strike,False,,0.147,2.14,3.21,1.62
P0008640,2025-05-18,8,bottom,1,0,2,El Paso Explorers,Des Moines Dragons,1050,1042,1029,strike,strike,False,,0.05,2.207,3.21,1.62
P0008641,2025-05-18,6,bottom,0,1,2,El Paso Explorers,Des Moines Dragons,1051,1042,1029,ball,ball,False,,-0.785,2.322,3.21,1.62
P0008642,2025-05-18,9,top,0,2,1,Des Moines Dragons,El Paso Explorers,1029,1056,1043,strike,strike,False,,0.124,3.049,3.21,1.62
P0008643,2025-05-18,3,bottom,0,1,1,El Paso Explorers,Des Moines Dragons,1043,1042,1029,strike,strike,False,,-0.676,1.866,3.21,1.62
P0008644,2025-05-18,6,bottom,0,1,0,El Paso Explorers,Des Moines Dragons,1049,1042,1029,strike,strike,False,,0.266,3.122,3.21,1.62
P0008645,2025-05-18,5,bottom,0,3,0,El Paso Explorers,Des Moines Dragons,1044,1042,1029,strike,strike,False,,-0.211,2.553,3.21,1.62
P0008646,2025-05-18,1,bottom,1,0,2,El Paso Explorers,Des Moines Dragons,1046,1041,1029,ball,ball,False,,-0.297,3.469,3.21,1.62
P0008647,2025-05-18,6,top,1,3,0,Des Moines Dragons,El Paso Explorers,1032,1052,1043,strike,strike,False,,-0.385,2.887,3.21,1.62
P0008648,2025-05-18,3,top,1,0,0,Des Moines Dragons,El Paso Explorers,1031,1056,1043,ball,ball,False,,-1.077,1.954,3.21,1.62
P0008649,2025-05-18,2,top,0,3,1,Des Moines Dragons,El Paso Explorers,1036,1055,1043,strike,strike,False,,0.498,2.586,3.21,1.62
P0008650,2025-05-18,3,bottom,2,3,0,El Paso Explorers,Des Moines Dragons,1045,1041,1029,ball,ball,False,,0.544,1.538,3.21,1.62
P0008651,2025-05-18,7,top,2,1,1,Des Moines Dragons,El Paso Explorers,1035,1055,1043,strike,ball,False,,0.88,1.512,3.21,1.62
P0008652,2025-05-18,4,top,2,1,0,Des Moines Dragons,El Paso Explorers,1034,1054,1043,strike,strike,False,,0.338,1.674,3.21,1.62
P0008653,2025-05-18,4,top,0,1,1,Des Moines Dragons,El Paso Explorers,1030,1056,1043,ball,ball,False,,-0.917,2.221,3.21,1.62
P0008654,2025-05-18,1,bottom,0,2,1,El Paso Explorers,Des Moines Dragons,1048,1038,1029,ball,ball,False,,-1.755,3.032,3.21,1.62
P0008655,2025-05-18,8,bottom,1,3,2,El Paso Explorers,Des Moines Dragons,1047,1041,1029,ball,ball,False,,-0.733,3.419,3.21,1.62
P0008656,2025-05-18,5,top,0,0,2,Des Moines Dragons,El Paso Explorers,1037,1052,1043,strike,strike,False,,0.003,2.771,3.21,1.62
P0008657,2025-05-18,5,top,1,2,2,Des Moines Dragons,El Paso Explorers,1033,1056,1043,strike,strike,False,,0.516,2.449,3.21,1.62
P0008658,2025-05-18,9,bottom,1,2,2,El Paso Explorers,Des Moines Dragons,1050,1042,1029,ball,ball,False,,0.815,1.989,3.21,1.62
P0008659,2025-05-18,3,bottom,1,1,1,El Paso Explorers,Des Moines Dragons,1051,1039,1029,ball,strike,False,,0.539,2.749,3.21,1.62
P0008660,2025-05-18,3,bottom,1,3,0,El Paso Explorers,Des Moines Dragons,1043,1042,1029,ball,strike,False,,0.439,2.638,3.21,1.62
P0008661,2025-05-18,2,top,2,1,0,Des Moines Dragons,El Paso Explorers,1029,1054,1043,strike,ball,False,,0.427,3.239,3.21,1.62
P0008662,2025-05-18,4,top,0,1,2,Des Moines Dragons,El Paso Explorers,1032,1053,1043,strike,ball,False,,0.749,1.343,3.21,1.62
P0008663,2025-05-18,5,top,0,1,0,Des Moines Dragons,El Paso Explorers,1031,1053,1043,ball,ball,False,,0.78,3.094,3.21,1.62
P0008664,2025-05-18,7,bottom,0,1,1,El Paso Explorers,Des Moines Dragons,1049,1040,1029,ball,strike,False,,0.525,2.401,3.21,1.62
P0008665,2025-05-18,9,bottom,2,1,2,El Paso Explorers,Des Moines Dragons,1044,1041,1029,strike,strike,False,,0.675,2.077,3.21,1.62
P0008666,2025-05-18,3,bottom,0,2,1,El Paso Explorers,Des Moines Dragons,1046,1039,1029,strike,strike,False,,-0.637,1.888,3.21,1.62
P0008667,2025-05-18,5,top,2,2,1,Des Moines Dragons,El Paso Explorers,1036,1053,1043,strike,strike,False,,0.58,2.396,3.21,1.62
P0008668,2025-05-18,3,top,0,0,0,Des Moines Dragons,El Paso Explorers,1035,1056,1043,ball,ball,False,,-0.19,1.601,3.21,1.62
P0008669,2025-05-18,7,top,2,2,1,Des Moines Dragons,El Paso Explorers,1034,1056,1043,ball,ball,False,,-0.969,2.562,3.21,1.62
P0008670,2025-05-18,7,bottom,1,2,0,El Paso Explorers,Des Moines Dragons,1045,1039,1029,ball,ball,False,,0.838,2.039,3.21,1.62
P0008671,2025-05-18,6,top,2,3,2,Des Moines Dragons,El Paso Explorers,1030,1055,1043,strike,strike,False,,-0.217,2.696,3.21,1.62
P0008672,2025-05-18,3,bottom,2,1,1,El Paso Explorers,Des Moines Dragons,1048,1039,1029,strike,strike,False,,0.237,2.767,3.21,1.62
P0008673,2025-05-18,4,top,2,1,2,Des Moines Dragons,El Paso Explorers,1037,1054,1043,strike,strike,False,,-0.427,2.632,3.21,1.62
P0008674,2025-05-18,4,bottom,2,0,1,El Paso Explorers,Des Moines Dragons,1047,1042,1029,ball,ball,False,,0.334,1.443,3.21,1.62
P0008675,2025-05-18,5,top,2,3,0,Des Moines Dragons,El Paso Explorers,1033,1052,1043,strike,strike,False,,-0.166,2.264,3.21,1.62
P0008676,2025-05-18,8,bottom,2,0,1,El Paso Explorers,Des Moines Dragons,1050,1038,1029,strike,strike,False,,-0.686,2.456,3.21,1.62
P0008677,2025-05-18,8,bottom,1,3,2,El Paso Explorers,Des Moines Dragons,1051,1040,1029,strike,strike,False,,0.574,2.214,3.21,1.62
P0008678,2025-05-18,2,top,0,3,1,Des Moines Dragons,El Paso Explorers,1029,1053,1043,strike,strike,False,,0.052,1.868,3.21,1.62
P0008679,2025-05-18,3,top,0,0,1,Des Moines Dragons,El Paso Explorers,1032,1053,1043,strike,strike,False,,0.46,2.353,3.21,1.62
P0008680,2025-05-18,6,bottom,0,1,0,El Paso Explorers,Des Moines Dragons,1043,1042,1029,strike,strike,False,,0.033,2.663,3.21,1.62
P0008681,2025-05-18,5,top,0,1,2,Des Moines Dragons,El Paso Explorers,1031,1053,1043,strike,strike,False,,-0.195,2.03,3.21,1.62
P0008682,2025-05-18,6,bottom,1,3,0,El Paso Explorers,Des Moines Dragons,1049,1040,1029,strike,strike,False,,-0.029,2.643,3.21,1.62
P0008683,2025-05-18,6,bottom,1,3,0,El Paso Explorers,Des Moines Dragons,1044,1040,1029,strike,ball,False,,0.843,2.874,3.21,1.62
P0008684,2025-05-18,6,bottom,1,0,1,El Paso Explorers,Des Moines Dragons,1046,1041,1029,strike,strike,False,,0.471,1.864,3.21,1.62
P0008685,2025-05-18,3,top,0,2,1,Des Moines Dragons,El Paso Explorers,1036,1055,1043,strike,strike,False,,-0.258,2.452,3.21,1.62
P0008686,2025-05-18,8,bottom,0,0,2,El Paso Explorers,Des Moines Dragons,1045,1039,1029,strike,strike,False,,-0.577,2.953,3.21,1.62
P0008687,2025-05-18,6,bottom,0,2,2,El Paso Explorers,Des Moines Dragons,1048,1040,1029,ball,ball,False,,-0.624,1.269,3.21,1.62
P0008688,2025-05-18,2,bottom,1,2,2,El Paso Explorers,Des Moines Dragons,1047,1040,1029,strike,ball,False,,-1.059,2.16,3.21,1.62
P0008689,2025-05-18,8,top,2,3,2,Des Moines Dragons,El Paso Explorers,1035,1053,1043,strike,strike,False,,0.494,2.641,3.21,1.62
P0008690,2025-05-18,9,bottom,1,1,0,El Paso Explorers,Des Moines Dragons,1050,1039,1029,strike,strike,False,,-0.361,2.558,3.21,1.62
P0008691,2025-05-18,1,bottom,0,1,1,El Paso Explorers,Des Moines Dragons,1051,1041,1029,ball,ball,False,,-0.737,3.512,3.21,1.62
P0008692,2025-05-18,2,bottom,1,0,0,El Paso Explorers,Des Moines Dragons,1043,1040,1029,ball,ball,False,,-0.741,2.695,3.21,1.62
P0008693,2025-05-18,3,top,1,2,0,Des Moines Dragons,El Paso Explorers,1034,1053,1043,ball,ball,False,,-0.872,2.621,3.21,1.62
P0008694,2025-05-18,2,top,0,0,1,Des Moines Dragons,El Paso Explorers,1030,1052,1043,ball,ball,False,,-0.238,1.171,3.21,1.62
P0008695,2025-05-18,8,bottom,1,0,1,El Paso Explorers,Des Moines Dragons,1049,1039,1029,strike,strike,False,,-0.412,2.361,3.21,1.62
P0008696,2025-05-18,2,bottom,1,2,2,El Paso Explorers,Des Moines Dragons,1044,1038,1029,strike,strike,False,,-0.226,2.876,3.21,1.62
P0008697,2025-05-18,8,bottom,2,0,0,El Paso Explorers,Des Moines Dragons,1046,1041,1029,strike,strike,False,,0.553,2.398,3.21,1.62
P0008698,2025-05-18,7,top,0,3,0,Des Moines Dragons,El Paso Explorers,1037,1054,1043,strike,strike,False,,0.008,2.371,3.21,1.62
P0008699,2025-05-18,5,top,1,1,1,Des Moines Dragons,El Paso Explorers,1033,1053,1043,strike,strike,False,,-0.423,2.683,3.21,1.62
P0008700,2025-05-18,5,bottom,1,1,2,El Paso Explorers,Des Moines Dragons,1045,1041,1029,strike,strike,False,,0.473,1.743,3.21,1.62
P0008701,2025-05-18,9,bottom,0,1,2,El Paso Explorers,Des Moines Dragons,1048,1042,1029,strike,strike,False,,0.609,3.041,3.21,1.62
P0008702,2025-05-18,3,bottom,0,2,1,El Paso Explorers,Des Moines Dragons,1047,1038,1029,ball,ball,False,,-0.997,2.196,3.21,1.62
P0008703,2025-05-18,4,bottom,1,2,0,El Paso Explorers,Des Moines Dragons,1050,1042,1029,ball,ball,False,,0.739,2.481,3.21,1.62
P0008704,2025-05-18,1,bottom,0,3,0,El Paso Explorers,Des Moines Dragons,1051,1038,1029,strike,ball,False,,-0.771,2.984,3.21,1.62
P0008705,2025-05-18,9,bottom,1,0,0,El Paso Explorers,Des Moines Dragons,1043,1039,1029,strike,strike,False,,-0.193,2.379,3.21,1.62
P0008706,2025-05-18,6,bottom,0,0,0,El Paso Explorers,Des Moines Dragons,1049,1041,1029,ball,ball,False,,1.009,1.714,3.21,1.62
P0008707,2025-05-18,3,top,1,3,1,Des Moines Dragons,El Paso Explorers,1029,1052,1043,ball,ball,False,,0.777,3.09,3.21,1.62
P0008708,2025-05-18,4,top,2,2,1,Des Moines Dragons,El Paso Explorers,1032,1056,1043,strike,strike,False,,-0.455,1.777,3.21,1.62
P0008709,2025-05-18,8,top,0,0,1,Des Moines Dragons,El Paso Explorers,1031,1056,1043,strike,strike,False,,0.178,2.145,3.21,1.62
P0008710,2025-05-18,6,bottom,2,1,1,El Paso Explorers,Des Moines Dragons,1044,1041,1029,strike,strike,False,,-0.309,2.714,3.21,1.62
P0008711,2025-05-18,7,top,0,1,1,Des Moines Dragons,El Paso Explorers,1036,1052,1043,ball,ball,False,,-0.776,2.759,3.21,1.62
P0008712,2025-05-18,2,bottom,1,3,0,El Paso Explorers,Des Moines Dragons,1046,1038,1029,ball,ball,False,,0.936,1.769,3.21,1.62
P0008713,2025-05-18,9,bottom,1,2,0,El Paso Explorers,Des Moines Dragons,1045,1038,1029,ball,ball,False,,0.883,2.055,3.21,1.62
P0008714,2025-05-18,2,bottom,2,1,1,El Paso Explorers,Des Moines Dragons,1048,1038,1029,ball,strike,False,,0.678,2.61,3.21,1.62
P0008715,2025-05-18,1,top,1,3,2,Des Moines Dragons,El Paso Explorers,1035,1053,1043,strike,strike,False,,-0.59,2.683,3.21,1.62
P0008716,2025-05-18,5,top,2,2,1,Des Moines Dragons,El Paso Explorers,1034,1054,1043,ball,ball,False,,0.923,2.997,3.21,1.62
P0008717,2025-05-18,2,bottom,0,0,2,El Paso Explorers,Des Moines Dragons,1047,1040,1029,strike,strike,False,,-0.448,2.714,3.21,1.62
P0008718,2025-05-18,4,top,1,3,1,Des Moines Dragons,El Paso Explorers,1030,1053,1043,strike,strike,False,,0.29,3.083,3.21,1.62
P0008719,2025-05-18,2,bottom,2,1,1,El Paso Explorers,Des Moines Dragons,1050,1041,1029,strike,ball,False,,-0.865,1.597,3.21,1.62
P0008720,2025-05-18,3,bottom,0,2,0,El Paso Explorers,Des Moines Dragons,1051,1039,1029,strike,strike,False,,-0.008,2.24,3.21,1.62
P0008721,2025-05-18,6,top,2,2,2,Des Moines Dragons,El Paso Explorers,1037,1056,1043,strike,strike,False,,-0.256,2.399,3.21,1.62
P0008722,2025-05-18,5,bottom,2,1,1,El Paso Explorers,Des Moines Dragons,1043,1041,1029,ball,ball,False,,-0.824,3.136,3.21,1.62
P0008723,2025-05-18,3,top,2,1,2,Des Moines Dragons,El Paso Explorers,1033,1056,1043,strike,strike,False,,-0.088,2.014,3.21,1.62
P0008724,2025-05-18,4,bottom,2,0,0,El Paso Explorers,Des Moines Dragons,1049,1042,1029,strike,strike,False,,0.499,2.288,3.21,1.62
P0008725,2025-05-18,8,top,1,1,0,Des Moines Dragons,El Paso Explorers,1029,1056,1043,strike,strike,False,,-0.031,2.295,3.21,1.62
P0008726,2025-05-18,3,top,1,1,2,Des Moines Dragons,El Paso Explorers,1032,1055,1043,ball,ball,False,,-0.583,3.252,3.21,1.62
P0008727,2025-05-18,9,bottom,1,0,1,El Paso Explorers,Des Moines Dragons,1044,1042,1029,ball,ball,False,,0.711,1.853,3.21,1.62
P0008728,2025-05-18,9,bottom,1,2,1,El Paso Explorers,Des Moines Dragons,1046,1042,1029,strike,strike,False,,0.435,2.647,3.21,1.62
P0008729,2025-05-18,9,bottom,2,2,0,El Paso Explorers,Des Moines Dragons,1045,1038,1029,strike,ball,False,,1.791,2.546,3.21,1.62
P0008730,2025-05-18,8,bottom,1,3,0,El Paso Explorers,Des Moines Dragons,1048,1041,1029,strike,strike,False,,-0.5,2.574,3.21,1.62
P0008731,2025-05-18,5,bottom,1,0,0,El Paso Explorers,Des Moines Dragons,1047,1041,1029,strike,strike,False,,0.025,2.456,3.21,1.62
P0008732,2025-05-18,5,top,0,1,1,Des Moines Dragons,El Paso Explorers,1031,1052,1043,strike,strike,False,,0.179,1.913,3.21,1.62
P0008733,2025-05-18,4,top,2,0,0,Des Moines Dragons,El Paso Explorers,1036,1055,1043,strike,strike,False,,-0.45,1.887,3.21,1.62
P0008734,2025-05-18,2,top,2,0,2,Des Moines Dragons,El Paso Explorers,1035,1054,1043,strike,strike,False,,0.66,3.122,3.21,1.62
P0008735,2025-05-18,5,top,1,0,1,Des Moines Dragons,El Paso Explorers,1034,1054,1043,ball,ball,False,,-0.897,1.687,3.21,1.62
P0008736,2025-05-18,5,bottom,2,2,0,El Paso Explorers,Des Moines Dragons,1050,1040,1029,ball,ball,False,,0.9,3.059,3.21,1.62
P0008737,2025-05-18,5,top,1,0,0,Des Moines Dragons,El Paso Explorers,1030,1052,1043,strike,ball,False,,0.891,2.548,3.21,1.62
P0008738,2025-05-18,5,bottom,2,3,0,El Paso Explorers,Des Moines Dragons,1051,1039,1029,ball,ball,False,,-0.159,1.413,3.21,1.62
P0008739,2025-05-18,9,bottom,2,0,0,El Paso Explorers,Des Moines Dragons,1043,1039,1029,strike,strike,False,,0.217,2.07,3.21,1.62
P0008740,2025-05-18,3,top,1,1,1,Des Moines Dragons,El Paso Explorers,1037,1053,1043,ball,strike,False,,-0.688,2.358,3.21,1.62
P0008741,2025-05-18,4,bottom,1,2,0,El Paso Explorers,Des Moines Dragons,1049,1039,1029,strike,strike,False,,-0.16,2.074,3.21,1.62
P0008742,2025-05-18,9,bottom,2,0,1,El Paso Explorers,Des Moines Dragons,1044,1038,1029,ball,ball,False,,-1.004,1.413,3.21,1.62
P0008743,2025-05-18,7,top,0,3,1,Des Moines Dragons,El Paso Explorers,1033,1052,1043,strike,strike,False,,0.58,1.771,3.21,1.62
P0008744,2025-05-18,9,top,0,3,1,Des Moines Dragons,El Paso Explorers,1029,1054,1043,strike,strike,False,,0.117,3.196,3.21,1.62
P0008745,2025-05-18,4,bottom,1,1,0,El Paso Explorers,Des Moines Dragons,1046,1042,1029,strike,strike,False,,-0.566,3.099,3.21,1.62
P0008746,2025-05-18,1,top,0,3,0,Des Moines Dragons,El Paso Explorers,1032,1056,1043,strike,strike,False,,0.077,2.111,3.21,1.62
P0008747,2025-05-18,8,bottom,1,3,2,El Paso Explorers,Des Moines Dragons,1045,1041,1029,ball,ball,False,,-0.835,2.075,3.21,1.62
P0008748,2025-05-18,9,bottom,2,1,2,El Paso Explorers,Des Moines Dragons,1048,1042,1029,strike,strike,False,,0.578,2.319,3.21,1.62
P0008749,2025-05-18,9,bottom,2,1,2,El Paso Explorers,Des Moines Dragons,1047,1041,1029,strike,strike,False,,-0.478,2.905,3.21,1.62
P0008750,2025-05-18,8,bottom,0,3,2,El Paso Explorers,Des Moines Dragons,1050,1039,1029,ball,ball,False,,0.99,2.348,3.21,1.62
P0008751,2025-05-18,8,bottom,1,3,1,El Paso Explorers,Des Moines Dragons,1051,1038,1029,ball,ball,False,,0.276,1.609,3.21,1.62
P0008752,2025-05-18,6,bottom,0,1,1,El Paso Explorers,Des Moines Dragons,1043,1039,1029,strike,strike,False,,-0.611,1.727,3.21,1.62
P0008753,2025-05-18,2,top,1,0,0,Des Moines Dragons,El Paso Explorers,1031,1056,1043,ball,ball,False,,-1.017,2.269,3.21,1.62
P0008754,2025-05-18,1,top,2,0,0,Des Moines Dragons,El Paso Explorers,1036,1056,1043,ball,ball,False,,-1.187,2.609,3.21,1.62
P0008755,2025-05-18,3,top,2,0,1,Des Moines Dragons,El Paso Explorers,1035,1055,1043,ball,ball,False,,0.839,2.376,3.21,1.62
P0008756,2025-05-18,3,bottom,2,0,1,El Paso Explorers,Des Moines Dragons,1049,1039,1029,strike,strike,False,,-0.358,2.482,3.21,1.62
P0008757,2025-05-18,6,bottom,2,1,2,El Paso Explorers,Des Moines Dragons,1044,1041,1029,strike,strike,False,,-0.003,1.762,3.21,1.62
P0008758,2025-05-18,3,top,0,2,1,Des Moines Dragons,El Paso Explorers,1034,1056,1043,ball,ball,False,,0.832,2.538,3.21,1.62
P0008759,2025-05-18,6,top,2,3,2,Des Moines Dragons,El Paso Explorers,1030,1056,1043,strike,strike,False,,-0.104,2.552,3.21,1.62
P0008760,2025-05-18,3,top,1,1,2,Des Moines Dragons,El Paso Explorers,1037,1055,1043,strike,strike,False,,0.406,1.704,3.21,1.62
P0008761,2025-05-18,3,bottom,2,0,1,El Paso Explorers,Des Moines Dragons,1046,1042,1029,ball,ball,False,,0.027,1.55,3.21,1.62
P0008762,2025-05-18,8,top,2,1,2,Des Moines Dragons,El Paso Explorers,1033,1054,1043,strike,strike,False,,-0.524,1.785,3.21,1.62
P0008763,2025-05-18,9,bottom,0,3,2,El Paso Explorers,Des Moines Dragons,1045,1041,1029,ball,ball,False,,-0.798,3.36,3.21,1.62
P0008764,2025-05-18,7,bottom,1,2,2,El Paso Explorers,Des Moines Dragons,1048,1041,1029,strike,strike,False,,0.534,2.79,3.21,1.62
P0008765,2025-05-18,3,top,2,3,2,Des Moines Dragons,El Paso Explorers,1029,1054,1043,strike,strike,False,,-0.136,2.847,3.21,1.62
P0008766,2025-05-18,2,top,1,1,1,Des Moines Dragons,El Paso Explorers,1032,1056,1043,ball,ball,False,,-0.756,2.782,3.21,1.62
P0008767,2025-05-18,4,bottom,2,0,2,El Paso Explorers,Des Moines Dragons,1047,1038,1029,ball,ball,False,,0.728,2.239,3.21,1.62
P0008768,2025-05-18,7,top,2,3,1,Des Moines Dragons,El Paso Explorers,1031,1055,1043,strike,strike,False,,-0.182,2.226,3.21,1.62
P0008769,2025-05-18,8,bottom,2,2,1,El Paso Explorers,Des Moines Dragons,1050,1040,1029,strike,strike,False,,-0.245,1.689,3.21,1.62
P0008770,2025-05-18,4,top,2,3,2,Des Moines Dragons,El Paso Explorers,1036,1055,1043,strike,strike,False,,-0.092,2.199,3.21,1.62
P0008771,2025-05-18,5,bottom,1,1,0,El Paso Explorers,Des Moines Dragons,1051,1041,1029,strike,ball,False,,-1.068,2.028,3.21,1.62
P0008772,2025-05-18,6,bottom,1,0,0,El Paso Explorers,Des Moines Dragons,1043,1038,1029,strike,strike,False,,-0.524,2.975,3.21,1.62
P0008773,2025-05-18,3,top,2,1,0,Des Moines Dragons,El Paso Explorers,1035,1054,1043,ball,ball,False,,-0.904,2.131,3.21,1.62
P0008774,2025-05-18,3,top,2,2,0,Des Moines Dragons,El Paso Explorers,1034,1052,1043,strike,strike,False,,-0.578,2.283,3.21,1.62
P0008775,2025-05-18,2,top,1,2,0,Des Moines Dragons,El Paso Explorers,1030,1056,1043,ball,ball,False,,-0.766,2.734,3.21,1.62
P0008776,2025-05-18,9,bottom,1,1,1,El Paso Explorers,Des Moines Dragons,1049,1039,1029,ball,ball,False,,0.999,3.322,3.21,1.62
P0008777,2025-05-18,4,top,0,3,1,Des Moines Dragons,El Paso Explorers,1037,1055,1043,ball,ball,False,,-0.859,2.913,3.21,1.62
P0008778,2025-05-18,4,bottom,1,3,1,El Paso Explorers,Des Moines Dragons,1044,1040,1029,ball,ball,False,,0.753,1.3,3.21,1.62
P0008779,2025-05-18,9,top,2,0,1,Des Moines Dragons,El Paso Explorers,1033,1054,1043,strike,strike,False,,0.556,2.383,3.21,1.62
P0000130,2025-05-19,8,bottom,0,3,2,Austin Aces,Charlotte Comets,1009,1024,1015,strike,strike,True,CH00130,0.181,1.904,3.21,1.62
P0000155,2025-05-19,8,top,1,3,1,Charlotte Comets,Austin Aces,1015,1012,1001,strike,ball,True,CH00155,-0.955,2.707,3.21,1.62
P0000195,2025-05-19,9,top,1,1,2,Charlotte Comets,Austin Aces,1021,1014,1001,strike,ball,True,CH00195,0.172,3.407,3.21,1.62
P0000237,2025-05-19,4,top,1,3,1,Charlotte Comets,Austin Aces,1015,1010,1001,strike,ball,True,CH00237,-1.04,2.779,3.21,1.62
P0000269,2025-05-19,3,top,0,0,0,Charlotte Comets,Austin Aces,1015,1010,1001,strike,strike,True,CH00269,-0.693,2.46,3.21,1.62
